name,EOS,A(km),omega_0(rad/s),beta1_IC_b,tbounce_s,ndata
A1268w3.00_LS375,BHBLP,467.0,8.5,0.144840466076,0.229878032122,16615
A1268w3.00_SFHo,BHBLP,467.0,9.0,0.158294530345,0.23978677853400002,16020
A1268w3.00_SFHx,BHBLP,467.0,9.5,0.170299633097,0.251513185962,16018
A1268w3.50_BHBL,BHBLP,467.0,10.0,0.180720663892,0.265518861858,16477
A1268w3.50_BHBLP,BHBLP,467.0,10.5,0.189857717624,0.28245627450099997,16478
A1268w3.50_GShenFSU1.7,BHBLP,467.0,11.0,0.197591963168,0.303309823363,22351
A1268w3.50_GShenFSU2.1,BHBLP,467.0,11.5,0.202347150144,0.32909070943400004,22379
A1268w3.50_HSDD2,BHBLP,634.0,0.5,0.000809696948066,0.174520575291,16487
A1268w3.50_HSFSG,BHBLP,634.0,1.0,0.00320490435697,0.175162769045,16484
A1268w3.50_HSIUF,BHBLP,634.0,1.5,0.0070841439245,0.176253102684,16486
A1268w3.50_HSNL3,BHBLP,634.0,2.0,0.0124332348523,0.17780702385699998,16483
A1268w3.50_HSTM1,BHBLP,634.0,2.5,0.0193632311209,0.179876909586,16479
A1268w3.50_HSTMA,BHBLP,634.0,3.0,0.0271758204729,0.18244984573,16488
A1268w3.50_HShen,BHBLP,634.0,3.5,0.0366657356924,0.185638800074,14058
A1268w3.50_HShenH,BHBLP,634.0,4.0,0.0477256729329,0.18949892270399998,14042
A1268w3.50_LS180,BHBLP,634.0,4.5,0.0585031228693,0.194095728985,17531
A1268w3.50_LS220,BHBLP,634.0,5.0,0.0709966017403,0.199589747051,17388
A1268w3.50_LS375,BHBLP,634.0,5.5,0.0850182232159,0.206161637499,17209
A1268w3.50_SFHo,BHBLP,634.0,6.0,0.0982102798418,0.21399981935100001,16482
A1268w3.50_SFHx,BHBLP,634.0,6.5,0.113873042631,0.223483258245,16478
A1268w4.00_BHBL,BHBLP,634.0,7.0,0.128303806471,0.23506064827099998,17080
A1268w4.00_BHBLP,BHBLP,634.0,7.5,0.142425604341,0.249445923948,17083
A1268w4.00_GShenFSU1.7,BHBLP,634.0,8.0,0.156968148748,0.267718075006,24406
A1268w4.00_GShenFSU2.1,BHBLP,634.0,8.5,0.168881723809,0.291621127451,24404
A1268w4.00_GShenNL3,BHBLP,634.0,9.0,0.178863026048,0.32410592218900003,28253
A1268w4.00_HSDD2,BHBLP,634.0,9.5,0.1868488436,0.37064859070699996,17091
A1268w4.00_HSFSG,BHBLP,1268.0,0.5,0.00104280752026,0.17470876357399998,17092
A1268w4.00_HSIUF,BHBLP,1268.0,1.0,0.00410750062113,0.17592933639,17091
A1268w4.00_HSNL3,BHBLP,1268.0,1.5,0.00907184462558,0.178028184463,17088
A1268w4.00_HSTM1,BHBLP,1268.0,2.0,0.0161131464693,0.181100393416,17036
A1268w4.00_HSTMA,BHBLP,1268.0,2.5,0.0243768969035,0.18525683629,17017
A1268w4.00_HShen,BHBLP,1268.0,3.0,0.0345726763055,0.190743499084,14375
A1268w4.00_HShenH,BHBLP,1268.0,3.5,0.0464158026659,0.197869031689,14366
A1268w4.00_LS180,BHBLP,1268.0,4.0,0.0592437659014,0.20713566143,18389
A1268w4.00_LS220,BHBLP,1268.0,4.5,0.0737309766037,0.219366011001,18219
A1268w4.00_LS375,BHBLP,1268.0,5.0,0.0878269878587,0.235940916326,18013
A1268w4.00_SFHo,BHBLP,1268.0,5.5,0.102816096777,0.259718380493,17088
A1268w4.00_SFHx,BHBLP,1268.0,6.0,0.117533274798,0.296985084017,17085
A1268w4.50_BHBL,BHBLP,1268.0,6.5,0.133563673633,0.366794927123,17876
A1268w4.50_BHBLP,BHBLP,10000.0,0.5,0.0011481331104,0.174900165272,17878
A1268w4.50_GShenFSU1.7,BHBLP,10000.0,1.0,0.00450298022858,0.176709737001,27752
A1268w4.50_GShenFSU2.1,BHBLP,10000.0,1.5,0.00994927587943,0.179865153276,27749
A1268w4.50_GShenNL3,BHBLP,10000.0,2.0,0.017500454247,0.184614636389,34283
A1268w4.50_HSDD2,BHBLP,10000.0,2.5,0.0265013431663,0.191325684713,17886
A1268w4.50_HSFSG,BHBLP,10000.0,3.0,0.0372871947802,0.20072451226000002,17891
A1268w4.50_HSIUF,BHBLP,10000.0,3.5,0.0498954631652,0.214065096444,17843
A1268w4.50_HSNL3,BHBLP,10000.0,4.0,0.0634091014406,0.23396890520900002,17886
A1268w4.50_HSTM1,BHBLP,10000.0,4.5,0.0761089319308,0.267183929696,17779
A1268w4.50_HSTMA,BHBLP,10000.0,5.0,0.0896552831151,0.341127150838,17746
A1268w4.50_HShenH,LS180,300.0,0.5,0.000390122878259,0.183389327385,14753
A1268w4.50_LS180,LS180,300.0,1.0,0.00154164712088,0.183636499134,19604
A1268w4.50_LS220,LS180,300.0,1.5,0.00345645559654,0.184045974201,19402
A1268w4.50_LS375,LS180,300.0,2.0,0.00614547909502,0.184643590107,19148
A1268w4.50_SFHo,LS180,300.0,2.5,0.00948465741977,0.185393691,17889
A1268w4.50_SFHx,LS180,300.0,3.0,0.0134680344697,0.186314975284,17882
A1268w5.00_BHBL,LS180,300.0,3.5,0.0180240091807,0.187409636012,18959
A1268w5.00_BHBLP,LS180,300.0,4.0,0.0231485862974,0.188709992769,18960
A1268w5.00_GShenFSU1.7,LS180,300.0,4.5,0.0293439070727,0.19022029787400002,34220
A1268w5.00_GShenFSU2.1,LS180,300.0,5.0,0.0354248888364,0.19191002582,34217
A1268w5.00_GShenNL3,LS180,300.0,5.5,0.0419688862573,0.193816291974,46566
A1268w5.00_HSDD2,LS180,300.0,6.0,0.0497678870172,0.19598442461600002,18976
A1268w5.00_HSFSG,LS180,300.0,6.5,0.0569420926364,0.198369908211,18926
A1268w5.00_HSIUF,LS180,300.0,7.0,0.0658196073957,0.20106460941399998,18782
A1268w5.00_HSNL3,LS180,300.0,7.5,0.0737087810696,0.204011212596,18975
A1268w5.00_HSTM1,LS180,300.0,8.0,0.0833179845898,0.207313730167,18971
A1268w5.00_HSTMA,LS180,300.0,8.5,0.0917927484161,0.210927455315,18982
A1268w5.00_HShen,LS180,300.0,9.0,0.102108993765,0.214945757037,15265
A1268w5.00_HShenH,LS180,300.0,9.5,0.110995308111,0.219370422746,15252
A1268w5.00_LS180,LS180,300.0,10.0,0.12158622493,0.224288608547,21460
A1268w5.00_LS220,LS180,300.0,10.5,0.131565761794,0.22975864292700002,21204
A1268w5.00_LS375,LS180,300.0,11.0,0.141285234895,0.235830840567,20868
A1268w5.00_SFHo,LS180,300.0,11.5,0.150649607447,0.242567925607,18973
A1268w5.00_SFHx,LS180,300.0,12.0,0.160125248528,0.250095484321,18967
A1268w5.50_BHBL,LS180,300.0,12.5,0.169924117327,0.258587542257,20508
A1268w5.50_BHBLP,LS180,300.0,13.0,0.178243622001,0.26823093455999997,20512
A1268w5.50_GShenFSU1.7,LS180,300.0,13.5,0.186361357178,0.279494437064,54018
A1268w5.50_GShenFSU2.1,LS180,300.0,14.0,0.194750708124,0.292598038017,53932
A1268w5.50_GShenNL3,LS180,300.0,14.5,0.20239831543,0.30775959300199995,67718
A1268w5.50_HSDD2,LS180,300.0,15.0,0.208817720766,0.325541039137,20539
A1268w5.50_HSFSG,LS180,300.0,15.5,0.214246128184,0.347040050178,20538
A1268w5.50_HSIUF,LS180,467.0,0.5,0.000648517875937,0.183485220493,20538
A1268w5.50_HSNL3,LS180,467.0,1.0,0.00258340709162,0.184021511894,20533
A1268w5.50_HSTM1,LS180,467.0,1.5,0.00586395400004,0.184935410568,20533
A1268w5.50_HSTMA,LS180,467.0,2.0,0.0102088579152,0.186205384384,20542
A1268w5.50_HShen,LS180,467.0,2.5,0.0155944193127,0.18787781468,15893
A1268w5.50_HShenH,LS180,467.0,3.0,0.0220044264912,0.18996768998900002,15878
A1268w5.50_LS180,LS180,467.0,3.5,0.02975350264,0.19253886797300002,24645
A1268w5.50_LS220,LS180,467.0,4.0,0.0388896253464,0.195611187924,24380
A1268w5.50_LS375,LS180,467.0,4.5,0.0475114275409,0.199220398069,23838
A1268w5.50_SFHo,LS180,467.0,5.0,0.0581443539475,0.20347941905900002,20537
A1268w5.50_SFHx,LS180,467.0,5.5,0.0694643840041,0.208471659753,20526
A1268w6.00_BHBL,LS180,467.0,6.0,0.0799754899728,0.21430768515899998,22946
A1268w6.00_BHBLP,LS180,467.0,6.5,0.0937091747812,0.221184091803,22947
A1268w6.00_GShenFSU1.7,LS180,467.0,7.0,0.106109473698,0.229276515988,70211
A1268w6.00_GShenFSU2.1,LS180,467.0,7.5,0.118615724563,0.238838748559,69666
A1268w6.00_GShenNL3,LS180,467.0,8.0,0.13267871203,0.25033745253199996,72421
A1268w6.00_HSDD2,LS180,467.0,8.5,0.144351579345,0.264191309353,22990
A1268w6.00_HSFSG,LS180,467.0,9.0,0.156076106145,0.28143430809000003,22993
A1268w6.00_HSIUF,LS180,467.0,9.5,0.167777502483,0.30321914657500004,22991
A1268w6.00_HSNL3,LS180,467.0,10.0,0.178932843361,0.331348761422,22990
A1268w6.00_HSTM1,LS180,467.0,10.5,0.188494053423,0.367764580449,22987
A1268w6.00_HSTMA,LS180,467.0,11.0,0.196906235074,0.413660989012,22954
A1268w6.00_HShen,LS180,467.0,11.5,0.204266565834,0.493004730602,16713
A1268w6.00_LS180,LS180,634.0,0.5,0.000809332561761,0.183579489547,30540
A1268w6.00_LS220,LS180,634.0,1.0,0.00320858579616,0.184393620156,31398
A1268w6.00_LS375,LS180,634.0,1.5,0.00726587797681,0.185783094402,30214
A1268w6.00_SFHo,LS180,634.0,2.0,0.0125421677676,0.187746574352,22989
A1268w6.00_SFHx,LS180,634.0,2.5,0.0190879464,0.190368556802,22979
A1268w6.50_BHBL,LS180,634.0,3.0,0.0273812747769,0.193713222977,27507
A1268w6.50_BHBLP,LS180,634.0,3.5,0.0372516539279,0.197892323718,27510
A1268w6.50_GShenFSU1.7,LS180,634.0,4.0,0.0467364416546,0.20299267575799998,75982
A1268w6.50_GShenFSU2.1,LS180,634.0,4.5,0.0582540969798,0.20926580971300002,75657
A1268w6.50_GShenNL3,LS180,634.0,5.0,0.0707982677695,0.216955290994,75914
A1268w6.50_HSDD2,LS180,634.0,5.5,0.0850748935268,0.22645189761,27608
A1268w6.50_HSFSG,LS180,634.0,6.0,0.0979890946322,0.238303006634,27412
A1268w6.50_HSIUF,LS180,634.0,6.5,0.112801644812,0.253346722004,27411
A1268w6.50_HSNL3,LS180,634.0,7.0,0.126829955494,0.27298798943,27603
A1268w6.50_HSTM1,LS180,634.0,7.5,0.140232666452,0.299659124177,27597
A1268w6.50_HSTMA,LS180,634.0,8.0,0.151649907862,0.33701454356599997,27618
A1268w6.50_HShen,LS180,634.0,8.5,0.162655236287,0.388783311832,17824
A1268w6.50_HShenH,LS180,634.0,9.0,0.172158281942,0.46188705510699996,17795
A1268w6.50_LS220,LS180,1268.0,0.5,0.00102446792009,0.18380585638400002,67191
A1268w6.50_LS375,LS180,1268.0,1.0,0.00402996005007,0.185316742231,74107
A1268w6.50_SFHo,LS180,1268.0,1.5,0.00906812651992,0.187937137173,27606
A1268w6.50_SFHx,LS180,1268.0,2.0,0.0155562447916,0.19176769734000002,27586
A300w0.50_BHBL,LS180,1268.0,2.5,0.0242435866685,0.197106187809,14953
A300w0.50_BHBLP,LS180,1268.0,3.0,0.0344604385832,0.204283014033,14951
A300w0.50_GShenFSU1.7,LS180,1268.0,3.5,0.046023818652,0.21391478735000002,18444
A300w0.50_GShenFSU2.1,LS180,1268.0,4.0,0.0587375157898,0.22702565621100002,18464
A300w0.50_GShenNL3,LS180,1268.0,4.5,0.0715938642947,0.245652055107,19631
A300w0.50_HSDD2,LS180,1268.0,5.0,0.0864764364838,0.274010105278,14956
A300w0.50_HSFSG,LS180,1268.0,5.5,0.100781710097,0.322745699696,14957
A300w0.50_HSIUF,LS180,1268.0,6.0,0.114223520377,0.41278867897,14956
A300w0.50_HSTM1,LS180,10000.0,0.5,0.00111603465237,0.184025973511,14953
A300w0.50_HSTMA,LS180,10000.0,1.0,0.00453560373178,0.186262893921,14957
A300w0.50_HShen,LS180,10000.0,1.5,0.00981529128408,0.190138289895,13180
A300w0.50_HShenH,LS180,10000.0,2.0,0.0168402037509,0.196061741221,13169
A300w0.50_LS180,LS180,10000.0,2.5,0.0259580775128,0.20473433909299998,15541
A300w0.50_LS220,LS180,10000.0,3.0,0.036602435954,0.21737837384,15445
A300w0.50_LS375,LS180,10000.0,3.5,0.0486471467178,0.236676181914,15324
A300w0.50_SFHo,LS180,10000.0,4.0,0.0625073268031,0.269945535509,14954
A300w0.50_SFHx,LS180,10000.0,4.5,0.0736392434481,0.349462787367,14954
A300w1.00_GShenFSU1.7,LS220,300.0,0.5,0.000384565234848,0.181911399361,18490
A300w1.00_GShenFSU2.1,LS220,300.0,1.0,0.001531376839,0.18215369911100002,18491
A300w1.00_GShenNL3,LS220,300.0,1.5,0.00341890672154,0.18256100122399999,19525
A300w1.00_HSDD2,LS220,300.0,2.0,0.00607150633549,0.183149371043,14970
A300w1.00_HSFSG,LS220,300.0,2.5,0.0093774852478,0.18389125190199998,14969
A300w1.00_HSIUF,LS220,300.0,3.0,0.0133291788477,0.184796774927,14968
A300w1.00_HSNL3,LS220,300.0,3.5,0.017905895909,0.185890346034,14966
A300w1.00_HSTM1,LS220,300.0,4.0,0.0230095119834,0.18715986311,14969
A300w1.00_HSTMA,LS220,300.0,4.5,0.0290649470628,0.188651065705,14972
A300w1.00_HShen,LS220,300.0,5.0,0.0351624435347,0.190324453188,13190
A300w1.00_HShenH,LS220,300.0,5.5,0.0424323330557,0.192234228694,13176
A300w1.00_LS180,LS220,300.0,6.0,0.0494128855089,0.194353695739,15558
A300w1.00_LS220,LS220,300.0,6.5,0.0567550283003,0.196728325815,15461
A300w1.00_LS375,LS220,300.0,7.0,0.0654478727217,0.19939007988899998,15338
A300w1.00_SFHo,LS220,300.0,7.5,0.0734302130899,0.20230874556,14969
A300w1.00_SFHx,LS220,300.0,8.0,0.082834212672,0.205579334572,14965
A300w1.50_BHBL,LS220,300.0,8.5,0.091483549823,0.209161869256,14986
A300w1.50_BHBLP,LS220,300.0,9.0,0.101531634163,0.213173887563,14986
A300w1.50_GShenFSU1.7,LS220,300.0,9.5,0.110791128821,0.217590739571,18529
A300w1.50_GShenFSU2.1,LS220,300.0,10.0,0.121044002196,0.22251296756900002,18513
A300w1.50_GShenNL3,LS220,300.0,10.5,0.131099661561,0.227988157937,19610
A300w1.50_HSDD2,LS220,300.0,11.0,0.141264507908,0.234093407415,14988
A300w1.50_HSFSG,LS220,300.0,11.5,0.150912190357,0.240927046551,14989
A300w1.50_HSIUF,LS220,300.0,12.0,0.160684936483,0.24865435986,14990
A300w1.50_HSNL3,LS220,300.0,12.5,0.170402351765,0.25736156033200003,14990
A300w1.50_HSTM1,LS220,300.0,13.0,0.178852581552,0.26716423435299996,14990
A300w1.50_HSTMA,LS220,300.0,13.5,0.18733062812,0.27837479135500004,14994
A300w1.50_HShen,LS220,300.0,14.0,0.195592388506,0.291498687797,13199
A300w1.50_HShenH,LS220,300.0,14.5,0.203034409473,0.30726551323,13190
A300w1.50_LS180,LS220,300.0,15.0,0.209528141884,0.326215748629,15589
A300w1.50_LS220,LS220,300.0,15.5,0.215476612137,0.34874307401,15489
A300w1.50_LS375,LS220,467.0,0.5,0.000646600498865,0.182006913011,15363
A300w1.50_SFHo,LS220,467.0,1.0,0.00256465139741,0.182530553425,14989
A300w1.50_SFHx,LS220,467.0,1.5,0.00579234137947,0.183437172524,14985
A300w10.00_BHBL,LS220,467.0,2.0,0.0101043392259,0.184688897787,16879
A300w10.00_BHBLP,LS220,467.0,2.5,0.0155452774552,0.186330562734,16878
A300w10.00_GShenFSU1.7,LS220,467.0,3.0,0.0223427031871,0.188411997385,22889
A300w10.00_GShenFSU2.1,LS220,467.0,3.5,0.0295921039924,0.190918973965,22892
A300w10.00_GShenNL3,LS220,467.0,4.0,0.0386071454257,0.19394337359900002,25366
A300w10.00_HSDD2,LS220,467.0,4.5,0.0473427506126,0.197495234966,16890
A300w10.00_HSFSG,LS220,467.0,5.0,0.0580083530207,0.201705848836,16890
A300w10.00_HSIUF,LS220,467.0,5.5,0.0690227802832,0.206632624773,16889
A300w10.00_HSNL3,LS220,467.0,6.0,0.080697903785,0.21240851233000002,16890
A300w10.00_HSTM1,LS220,467.0,6.5,0.0929511781948,0.21919186677,16890
A300w10.00_HSTMA,LS220,467.0,7.0,0.105721072702,0.22720514881899997,16892
A300w10.00_HShen,LS220,467.0,7.5,0.118701771071,0.23677607204599999,14394
A300w10.00_HShenH,LS220,467.0,8.0,0.132707097822,0.248307164271,14254
A300w10.00_LS180,LS220,467.0,8.5,0.144874298823,0.26243890737700004,18204
A300w10.00_LS220,LS220,467.0,9.0,0.156684972205,0.280050320147,18086
A300w10.00_LS375,LS220,467.0,9.5,0.168367290466,0.302467977587,17921
A300w10.00_SFHo,LS220,467.0,10.0,0.179863464243,0.332262206268,16892
A300w10.00_SFHx,LS220,467.0,10.5,0.189537740137,0.37325040147800004,16883
A300w10.50_BHBL,LS220,467.0,11.0,0.198339541553,0.427032215131,17122
A300w10.50_BHBLP,LS220,467.0,11.5,0.205034677938,0.505243538401,17117
A300w10.50_GShenFSU2.1,LS220,634.0,0.5,0.000805718000885,0.182096667785,23526
A300w10.50_GShenNL3,LS220,634.0,1.0,0.0032559509769,0.182914463442,26199
A300w10.50_HSDD2,LS220,634.0,1.5,0.00719304925855,0.184266454821,17133
A300w10.50_HSFSG,LS220,634.0,2.0,0.012485226744,0.18619625109899998,17131
A300w10.50_HSIUF,LS220,634.0,2.5,0.0195798749065,0.188785872259,17132
A300w10.50_HSNL3,LS220,634.0,3.0,0.0272367901592,0.19205709989,17129
A300w10.50_HSTM1,LS220,634.0,3.5,0.03694524675,0.19615360222300002,17130
A300w10.50_HSTMA,LS220,634.0,4.0,0.0477149031594,0.20119710044000003,17136
A300w10.50_HShen,LS220,634.0,4.5,0.0580508037701,0.207333247105,14533
A300w10.50_HShenH,LS220,634.0,5.0,0.0714895033921,0.214916302654,14416
A300w10.50_LS180,LS220,634.0,5.5,0.0845608650858,0.224243080241,18557
A300w10.50_LS220,LS220,634.0,6.0,0.0978338364701,0.235921180227,18439
A300w10.50_LS375,LS220,634.0,6.5,0.112638845523,0.25090769656399997,18271
A300w10.50_SFHo,LS220,634.0,7.0,0.12687996474,0.27070259862199997,17126
A300w10.50_SFHx,LS220,634.0,7.5,0.140629041294,0.297994837849,17124
A300w11.00_BHBL,LS220,634.0,8.0,0.152561175322,0.33775749635,17382
A300w11.00_BHBLP,LS220,634.0,8.5,0.162731989193,0.39913676655400004,17381
A300w11.00_GShenFSU1.7,LS220,634.0,9.0,0.176249337882,0.482171525293,24248
A300w11.00_GShenNL3,LS220,1268.0,0.5,0.00101677016916,0.18231742070600002,27487
A300w11.00_HSDD2,LS220,1268.0,1.0,0.00411489938615,0.18381672748,17395
A300w11.00_HSFSG,LS220,1268.0,1.5,0.00898911276066,0.18636291666,17393
A300w11.00_HSIUF,LS220,1268.0,2.0,0.0155109856004,0.19011211833900002,17395
A300w11.00_HSNL3,LS220,1268.0,2.5,0.024132264208,0.19531828960199998,17386
A300w11.00_HSTM1,LS220,1268.0,3.0,0.0343131219413,0.20232217412099998,17388
A300w11.00_HSTMA,LS220,1268.0,3.5,0.0459306464974,0.21170766677699998,17395
A300w11.00_HShen,LS220,1268.0,4.0,0.0584357419779,0.224466812787,14691
A300w11.00_HShenH,LS220,1268.0,4.5,0.0728507759107,0.242556739257,14600
A300w11.00_LS180,LS220,1268.0,5.0,0.0861517633737,0.27013412925799996,18953
A300w11.00_LS220,LS220,1268.0,5.5,0.100585166999,0.318702303035,18836
A300w11.00_LS375,LS220,1268.0,6.0,0.115517977266,0.42590321036400003,18664
A300w11.00_SFHx,LS220,10000.0,0.5,0.00110767733521,0.182531241989,17382
A300w11.50_BHBL,LS220,10000.0,1.0,0.00448352669693,0.18470851374,17661
A300w11.50_BHBLP,LS220,10000.0,1.5,0.00975775894138,0.188491181047,17666
A300w11.50_GShenFSU1.7,LS220,10000.0,2.0,0.0173066284221,0.19426991366,25061
A300w11.50_GShenFSU2.1,LS220,10000.0,2.5,0.0258715263037,0.202648845153,25030
A300w11.50_GShenNL3,LS220,10000.0,3.0,0.0364510770391,0.214866148273,28698
A300w11.50_HSDD2,LS220,10000.0,3.5,0.0496786568523,0.23344350525,17675
A300w11.50_HSFSG,LS220,10000.0,4.0,0.0618405365063,0.264984443222,17680
A300w11.50_HSIUF,LS220,10000.0,4.5,0.0733864133607,0.338858007957,17681
A300w11.50_HSTMA,LS375,300.0,0.5,0.000378097080651,0.18003107189,17682
A300w11.50_HShen,LS375,300.0,1.0,0.00150593674301,0.18027475851299998,14846
A300w11.50_HShenH,LS375,300.0,1.5,0.00338107295432,0.18067071532200002,14806
A300w11.50_LS180,LS375,300.0,2.0,0.0059682482417,0.181235321304,19391
A300w11.50_LS220,LS375,300.0,2.5,0.00923381311499,0.181958687526,19286
A300w11.50_LS375,LS375,300.0,3.0,0.0131348275179,0.18285928169799998,19105
A300w11.50_SFHo,LS375,300.0,3.5,0.0177844967853,0.183952856435,17676
A300w11.50_SFHx,LS375,300.0,4.0,0.022875051399,0.185202153273,17675
A300w12.00_BHBL,LS375,300.0,4.5,0.0285415170926,0.186647082045,17979
A300w12.00_BHBLP,LS375,300.0,5.0,0.0350807258785,0.18832929017,17978
A300w12.00_GShenFSU1.7,LS375,300.0,5.5,0.0416305440354,0.19018745680500002,25999
A300w12.00_GShenFSU2.1,LS375,300.0,6.0,0.0486456550146,0.19227807624999999,26004
A300w12.00_GShenNL3,LS375,300.0,6.5,0.0566582556675,0.194629876228,30102
A300w12.00_HSDD2,LS375,300.0,7.0,0.0643832660052,0.19722562799100002,17993
A300w12.00_HSFSG,LS375,300.0,7.5,0.0732154800888,0.200130513288,17993
A300w12.00_HSIUF,LS375,300.0,8.0,0.0816865601919,0.203320750215,17991
A300w12.00_HSNL3,LS375,300.0,8.5,0.0914761486306,0.206889689201,17989
A300w12.00_HSTM1,LS375,300.0,9.0,0.100554970063,0.210811428057,17988
A300w12.00_HSTMA,LS375,300.0,9.5,0.111077547786,0.21518832608,17995
A300w12.00_HShen,LS375,300.0,10.0,0.120615336937,0.220021932987,15025
A300w12.00_HShenH,LS375,300.0,10.5,0.130802881043,0.22542308658,14977
A300w12.00_LS180,LS375,300.0,11.0,0.141460513436,0.23144798810699999,19884
A300w12.00_LS220,LS375,300.0,11.5,0.151205574721,0.238182619336,19785
A300w12.00_LS375,LS375,300.0,12.0,0.161530492781,0.2457879756,19601
A300w12.00_SFHo,LS375,300.0,12.5,0.1708132448,0.254406343023,17985
A300w12.00_SFHx,LS375,300.0,13.0,0.179929397665,0.264189790919,17981
A300w12.50_BHBL,LS375,300.0,13.5,0.188882211257,0.27525379511,18320
A300w12.50_BHBLP,LS375,300.0,14.0,0.196539162742,0.28800712941699996,18321
A300w12.50_GShenFSU1.7,LS375,300.0,14.5,0.203785237767,0.303384941361,27073
A300w12.50_GShenFSU2.1,LS375,300.0,15.0,0.210572650137,0.3220871189,27077
A300w12.50_GShenNL3,LS375,300.0,15.5,0.213208628896,0.34444915375,31730
A300w12.50_HSDD2,LS375,467.0,0.5,0.000644537368565,0.18012617820899998,18333
A300w12.50_HSFSG,LS375,467.0,1.0,0.00257626294574,0.180643505614,18336
A300w12.50_HSIUF,LS375,467.0,1.5,0.00573308238392,0.18150802615699999,18338
A300w12.50_HSNL3,LS375,467.0,2.0,0.0100238781389,0.182743628418,18332
A300w12.50_HSTM1,LS375,467.0,2.5,0.015613563055,0.184371180246,18332
A300w12.50_HSTMA,LS375,467.0,3.0,0.0220047046631,0.186394138273,18333
A300w12.50_HShen,LS375,467.0,3.5,0.0299184117872,0.188881550787,15218
A300w12.50_HShenH,LS375,467.0,4.0,0.0381156802515,0.19182360704100002,15192
A300w12.50_LS180,LS375,467.0,4.5,0.0477669800172,0.195334759431,20436
A300w12.50_LS220,LS375,467.0,5.0,0.0582136108344,0.199467097046,20352
A300w12.50_LS375,LS375,467.0,5.5,0.068316059409,0.20427609963,20159
A300w12.50_SFHo,LS375,467.0,6.0,0.080331852661,0.209941888932,18333
A300w12.50_SFHx,LS375,467.0,6.5,0.0927858494196,0.216590916834,18330
A300w13.00_BHBL,LS375,467.0,7.0,0.105731030027,0.22445388206199998,18694
A300w13.00_BHBLP,LS375,467.0,7.5,0.120015319032,0.233858027524,18694
A300w13.00_GShenFSU1.7,LS375,467.0,8.0,0.132902132679,0.245165931388,28304
A300w13.00_GShenFSU2.1,LS375,467.0,8.5,0.145694436274,0.25906766524,28306
A300w13.00_GShenNL3,LS375,467.0,9.0,0.158940542615,0.276433823278,33531
A300w13.00_HSDD2,LS375,467.0,9.5,0.170084035153,0.298451075239,18708
A300w13.00_HSFSG,LS375,467.0,10.0,0.181704954307,0.327650075898,18712
A300w13.00_HSIUF,LS375,467.0,10.5,0.191756591658,0.36746065437099995,18710
A300w13.00_HSNL3,LS375,467.0,11.0,0.1994087618,0.420094957811,18710
A300w13.00_HSTM1,LS375,467.0,11.5,0.205763497586,0.496728808524,18708
A300w13.00_HShen,LS375,634.0,0.5,0.000808930758654,0.180212742803,15425
A300w13.00_HShenH,LS375,634.0,1.0,0.00322727558808,0.180997663064,15354
A300w13.00_LS180,LS375,634.0,1.5,0.00714792790062,0.182318586353,21064
A300w13.00_LS220,LS375,634.0,2.0,0.0126868844957,0.18423587023600002,20995
A300w13.00_LS375,LS375,634.0,2.5,0.019319385703,0.186745486288,20798
A300w13.00_SFHo,LS375,634.0,3.0,0.0277538053266,0.189971162991,18706
A300w13.00_SFHx,LS375,634.0,3.5,0.0366306717871,0.193964624716,18703
A300w13.50_BHBL,LS375,634.0,4.0,0.0472898456726,0.198887399114,19110
A300w13.50_BHBLP,LS375,634.0,4.5,0.0588431119139,0.20491221942799998,19106
A300w13.50_GShenFSU1.7,LS375,634.0,5.0,0.0711453650637,0.212303818609,29719
A300w13.50_GShenFSU2.1,LS375,634.0,5.5,0.0843412954471,0.221408339151,29715
A300w13.50_GShenNL3,LS375,634.0,6.0,0.098989676889,0.23281652452899998,35406
A300w13.50_HSDD2,LS375,634.0,6.5,0.113951721221,0.247403536054,19124
A300w13.50_HSFSG,LS375,634.0,7.0,0.127658029817,0.266637866632,19122
A300w13.50_HSIUF,LS375,634.0,7.5,0.141792051286,0.293226521205,19123
A300w13.50_HSNL3,LS375,634.0,8.0,0.154542336228,0.332148740674,19121
A300w13.50_HSTM1,LS375,634.0,8.5,0.165468066103,0.391573015155,19120
A300w13.50_HSTMA,LS375,634.0,9.0,0.178367049028,0.47318572787,19127
A300w13.50_HShenH,LS375,1268.0,0.5,0.00102934909925,0.180430067789,15633
A300w13.50_LS180,LS375,1268.0,1.0,0.00409831370606,0.181869209312,21797
A300w13.50_LS220,LS375,1268.0,1.5,0.00924246529218,0.184374631219,21725
A300w13.50_LS375,LS375,1268.0,2.0,0.0158862317485,0.188029351155,21519
A300w13.50_SFHo,LS375,1268.0,2.5,0.0246489355141,0.193095030736,19126
A300w13.50_SFHx,LS375,1268.0,3.0,0.0342163340951,0.19987948849,19113
A300w14.00_BHBL,LS375,1268.0,3.5,0.0456785738442,0.208974419327,19567
A300w14.00_BHBLP,LS375,1268.0,4.0,0.0593259735667,0.221345429274,19566
A300w14.00_GShenFSU1.7,LS375,1268.0,4.5,0.0728640268655,0.238722821221,31309
A300w14.00_GShenFSU2.1,LS375,1268.0,5.0,0.0874358515702,0.265001603438,31336
A300w14.00_GShenNL3,LS375,1268.0,5.5,0.102312776379,0.31051773532,37843
